Propietario,direccion,TextoReclamo,ValorReclamo,idParcela,Valuacion_Danios,Validado,id,nomenclatura,tipo,tipo_valuacion,estado,designacion_oficial,expediente_creacion,fecha_creacion,fecha_alta,frente_y_fondo,vut_vigente,valuacion_fiscal,vigencia_desde,porcentaje_copropiedad,superficie_urbana,valuacion_urbana,base_imponible_urbana,superficie_rural,valuacion_rural,base_imponible_rural,superficie_mejoras,valuacion_mejoras,base_imponible_mejoras,cantidad_cuentas,departamento,pedania,localidad,ped_nomenclatura,nro_cuenta,row_number,sep_ndvi,nov_ndvi,par_entity,geometry,dnbr
,,"Pa' los representantes de Aseguradora del Norte,

Mi nombre es Paola del Elorza, dueña de un terreno ubicado en Avenida Carrega Núñez (S431), Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo pa' presentar una reclamación por los daños sufridos en mi propiedad a causa de un incendio forestal reciente.

El terreno en cuestión es urbano y, según los registros, no cuenta con construcciones (EDIFICADO NoPH). La localidad donde se encuentra es Cuesta Blanca, dentro del departamento de Punilla. Lamentablemente, el incendio ha causado la destrucción de gran parte de la vegetación presente en mi propiedad, lo cual ha generado un impacto negativo en el valor y la estética del terreno.

Teniendo en cuenta la magnitud de los daños y el costo que implicará la recuperación y reforestación del área afectada, les pido a Aseguradora del Norte la indemnización correspondiente por un monto de $46.681.201 pesos argentinos. Este valor ha sido estimado en función de la pérdida de vegetación y los gastos necesarios pa' llevar a cabo las acciones de recuperación y restauración del terreno.

Desde ya, agradezco su atención y colaboración en este asunto. Quedo a la espera de su pronta respuesta y de las indicaciones pertinentes pa' llevar a cabo el proceso de reclamación.

Saludos cordiales,

Paola del Elorza",46681201.34,1135362-SAN ROQUE,1338871.464,X,1135362,2304154301013012,urbano,val. urbano,edificado noph,052 008,,01-1901,03-2007,0.5,350.0,1487634.96,2023-11-01,0.0,2982.0,521850.0,0.0,0.0,0.0,0.0,51.0,965784.96,0.0,1.0,punilla,san roque,cuesta blanca,2304,230431545000.0,948238.0,0.1576756527301974,0.10344796370350973,4586422.0,"POLYGON ((349944.7378829679 -3482513.001331371, 349944.83159509767 -3482513.5011299523, 349944.9253072076 -3482514.000928523, 349945.05025673885 -3482514.5007271124, 349945.26891843916 -3482515.2191875726, 349945.51881754864 -3482515.9376480444, 349945.7062419086 -3482516.4062092258, 349945.89366627013 -3482516.874770414, 349946.11232802935 -3482517.343331595, 349946.3622272103 -3482517.780655386, 349946.6121264002 -3482518.2179791764, 349946.8620255807 -3482518.6553029586, 349947.2993491718 -3482519.2800512575, 349947.6117231813 -3482519.6861376483, 349948.08028418233 -3482520.279648539, 349948.4238956126 -3482520.654497521, 349948.95493146323 -3482521.1855336116, 349949.3297803041 -3482521.52914519, 349949.7046291443 -3482521.8727567717, 349950.2981398347 -3482522.3413180616, 349950.70422609476 -3482522.653692241, 349951.3289741959 -3482523.059778711, 349951.76629787683 -3482523.3409154927, 349952.2036215583 -3482523.590814862, 349952.89084449847 -3482523.934426534, 349953.5780674592 -3482524.2155633634, 349954.04662856006 -3482524.402987922, 349954.5151896598 -3482524.590412482, 349955.01498820086 -3482524.715362242, 349955.73344858154 -3482524.9340242636, 349956.2332471218 -3482525.027736595, 349956.7330456531 -3482525.121448944, 349957.2328442036 -3482525.183923883, 349957.73264274414 -3482525.2463988145, 349958.2324412941 -3482525.2776363343, 349958.7634772559 -3482525.3088738634, 349959.5131750868 -3482525.3088740245, 349960.01297367737 -3482525.2776367357, 349960.51277222694 -3482525.246399434, 349961.0125707866 -3482525.1839247337, 349961.5123693885 -3482525.090212623, 349962.0121679588 -3482524.996500494, 349962.51196654997 -3482524.9027883746, 349963.0117651296 -3482524.7778388625, 349963.7302256109 -3482524.559177152, 349964.1987868013 -3482524.371752802, 349975.8503335679 -3482555.984013789, 349919.6542283652 -3482576.850590638, 349910.6266194131 -3482565.6363586057, 349900.28703782114 -3482560.7945578094, 349933.2112809743 -3482502.97412034, 349939.958560652 -3482506.8163232356, 349940.39588433213 -3482507.097460023, 349940.8332079926 -3482507.4098342042, 349941.27053166274 -3482507.7222084063, 349941.67661791306 -3482508.0658199955, 349942.0514667447 -3482508.4406689843, 349942.4263155944 -3482508.8155179955, 349942.7699270052 -3482509.2216043863, 349943.1135384261 -3482509.6276907865, 349943.3946750161 -3482510.0650145863, 349943.67581159575 -3482510.533575789, 349943.95694816695 -3482511.0021369983, 349944.1756099374 -3482511.4706981885, 349944.3942716867 -3482511.9704967793, 349944.55045862717 -3482512.470295371, 349944.7378829679 -3482513.001331371))",0.1463199586177589
Tere Ferrándiz Rivas," RPS431, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Tere Ferrándiz Rivas, dueña de un terreno urbano ubicado en RPS431, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. El motivo de mi carta es presentar un reclamo por los perjuicios ocasionados en mi propiedad a raíz de un reciente incendio forestal.

Esta situación me ha generado un gran impacto emocional, dado que si bien mi terreno no contaba con construcciones, tenía proyectado edificar en un futuro próximo. La zona de Tanti y sus alrededores han sufrido severamente por este desastre, lo cual me preocupa en cuanto al efecto que pueda tener en la comunidad.

Teniendo en cuenta la magnitud de los daños y cómo han afectado mi bienestar emocional, deseo presentar un reclamo por un valor de $2.045.757. Agradezco de antemano su atención en este tema y espero que podamos llegar a una solución rápida y eficaz.

Aguardo su respuesta a la brevedad.

Cordialmente,

Tere Ferrándiz Rivas.",2045757.48,1158730-SANTIAGO,,,1158730,2304483606029017,urbano,val. urbano,edificado noph,MZ 15 LTE 17,00000630175,01-1901,03-2007,0.9,770.0,2278832.0,2023-11-01,0.0,720.0,498960.0,0.0,0.0,0.0,0.0,115.0,1779872.0,0.0,1.0,punilla,san roque,tanti,2304,230406301759.0,968880.0,0.19088910430282335,0.19739494783402783,4472723.0,"POLYGON ((353706.10605776694 -3470846.505092476, 353666.6844485812 -3470839.7578035295, 353669.8394308232 -3470822.077430779, 353709.2298025694 -3470828.824719715, 353706.10605776694 -3470846.505092476))",-0.004281661974825899
Bartolomé Silva Prada," Río Grande, Municipio de San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Bartolomé Silva Prada, dueño de un terreno situado en Río Grande, Municipio de San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante la presente, nos complace comunicarles que nuestro cliente tiene la intención de presentar una reclamación por daños y perjuicios causados a su propiedad a raíz de un incendio forestal. La parcela en cuestión es de carácter urbano y se ubica en la localidad de San Antonio de Arredondo, dentro del departamento de Punilla. Es importante mencionar que el terreno es baldío, o sea, no posee construcciones registradas.

Debido al impacto negativo que este siniestro ha generado en el valor de mercado de la propiedad, nuestro cliente exige una indemnización por el monto de $1.329.930 pesos argentinos. Esta cifra se fundamenta en una evaluación de los daños padecidos y en la disminución del valor de la propiedad como resultado del incendio.

Requerimos a SierraVolt Energética Limitada que examine esta reclamación y nos comunique los pasos a seguir para alcanzar una resolución justa y apropiada en el menor plazo posible. Nuestro cliente confía en que su empresa actuará de forma responsable y diligente en este tema.

Desde ya, agradecemos su atención y aguardamos su pronta respuesta.

Cordialmente,


Abogado
Estudio Jurídico Silva & Asociados",1329930.92,1138665-SAN ROQUE,,,1138665,2304414303074017,urbano,val. urbano,baldio,MZ 16 LT 14,,01-1901,03-2007,1.1,2905.0,1437975.0,2023-11-01,0.0,450.0,1437975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,san antonio de arredondo,2304,230418982433.0,950891.0,0.1518351214372561,0.20297768470593533,4494360.0,"POLYGON ((354688.8947218518 -3483557.0434802505, 354708.4493354565 -3483580.2841171753, 354696.9227291647 -3483589.4679130763, 354677.58677743 -3483566.289751012, 354688.8947218518 -3483557.0434802505))",-0.04323926308005301
,,"Estimados miembros de Aseguradora del Norte,

Me presento, soy Coral de Mesa, dueña de un terreno urbano situado en Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Me pongo en contacto con ustedes para realizar una reclamación por los perjuicios ocasionados en mi propiedad debido a un reciente incendio forestal.

Mi parcela, que se hallaba en estado baldío hasta el momento del siniestro, ha padecido daños considerables. La envergadura del incendio ha provocado destrozos en la vegetación y en la calidad del suelo, lo cual ha repercutido seriamente en el valor de la propiedad. Asimismo, el efecto emocional y psicológico que este suceso ha generado en mí es notable, puesto que he dedicado tiempo y esfuerzo en el cuidado de este terreno con la ilusión de edificar en un futuro próximo.

Por ende, requiero una indemnización por el monto de $15.767.915, que estimo como una valoración justa y adecuada de los daños padecidos. Comprendo que este es un proceso que puede demandar tiempo y la intervención de un perito, por lo que me encuentro dispuesta a colaborar en todo lo necesario para agilizar esta labor.

Les agradezco de antemano su atención en este tema y confío en que Aseguradora del Norte gestionará mi reclamo de forma justa y eficaz. Aguardo su respuesta a la brevedad.

Cordialmente,

Coral de Mesa
Dueña, Villa Río Icho Cruz, Departamento Punilla, Córdoba.",15767915.92,1202018-SAN ROQUE,,,1202018,2305604701002014,urbano,val. urbano,baldio,001 014,,01-1901,03-2007,1.0,735.0,437325.0,2023-11-01,0.0,595.0,437325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,santiago,villa icho cruz,2305,230531557340.0,1004059.0,0.16271300977740943,0.15380977587967262,4540618.0,"POLYGON ((352173.7215690239 -3483156.2351144324, 352161.0391838174 -3483141.459816935, 352184.59219530236 -3483121.8739663404, 352197.27458051883 -3483136.618026427, 352173.7215690239 -3483156.2351144324))",0.0393614770695848
Ignacio del Villa," Avenida Carrega Núñez (S431), Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los apreciados representantes de SierraV Segura,

Soy Ignacio del Villa, dueño de un predio situado en Avenida Carrega Núñez (S431), Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me comunico con ustedes con mucha preocupación a raíz de los perjuicios padecidos en mi inmueble debido a un reciente incendio forestal.

El predio en cuestión es de carácter urbano y, si bien no tiene construcciones, sí cuenta con numerosos árboles y madera que se vieron seriamente dañados por las llamas. La localidad de Cuesta Blanca, donde se halla mi propiedad, ha presenciado la destrucción provocada por este desastre natural.

Ya que mi póliza de seguro con SierraV Segura ampara este tipo de situaciones, quisiera presentar un reclamo por el monto de los perjuicios padecidos, que alcanzan los $30.371.590 pesos argentinos. Comprendo que este trámite puede demandar tiempo y necesitar documentación extra, por lo que me encuentro a su disposición para brindar cualquier información requerida.

Les agradezco de antemano su atención y respaldo en estos momentos difíciles. Espero recibir su pronta respuesta y colaboración para solucionar este tema.

Cordialmente,

Ignacio del Villa.",30371590.52,1135356-SAN ROQUE,,,1135356,2304154301013006,urbano,val. urbano,edificado noph,052 006,,01-1901,03-2007,0.5,315.0,1358286.3,2023-11-01,0.0,5017.0,790177.5,0.0,0.0,0.0,0.0,30.0,568108.8,0.0,1.0,punilla,san roque,cuesta blanca,2304,230431544968.0,948232.0,0.17636954096609428,0.11416088573770178,4586379.0,"POLYGON ((349943.4883610967 -3482625.7371418127, 350028.0167995116 -3482594.3435643576, 350046.47809755674 -3482644.073524365, 349955.0149535646 -3482677.9973304346, 349940.3021385353 -3482655.6313419384, 349953.57803973975 -3482646.8848702777, 349953.92165135127 -3482646.4163092165, 349954.2027881603 -3482645.9165107473, 349954.42145013995 -3482645.3854748257, 349954.5776373211 -3482644.854438896, 349954.64011225186 -3482644.3546403544, 349954.67134977126 -3482643.854841814, 349954.6401124711 -3482643.355043253, 349954.5464003605 -3482642.7927698735, 349954.39021345053 -3482642.2304964634, 349954.04660211084 -3482641.480798551, 349943.4883610967 -3482625.7371418127))",0.14445427325045077
Aurora Aliaga Torralba," Base Primavera, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. Aurora Aliaga Torralba, dueña del inmueble situado en Base Primavera, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Nos place comunicarles que nuestra representada ha experimentado daños considerables en su propiedad a raíz de un incendio forestal acontecido recientemente en la región. El terreno en cuestión es de carácter urbano y, conforme a nuestros archivos, no posee construcciones (EDIFICADO NoPH). Dicha propiedad se halla en la localidad de Villa Carlos Paz, dentro del departamento de Punilla.

Debido a que el siniestro ha causado interrupciones en los servicios públicos y otros esenciales para el adecuado funcionamiento del inmueble, nuestra clienta se ve obligada a presentar una reclamación por la suma de $38.110.903 pesos argentinos, en concepto de daños y perjuicios sufridos.

Instamos a SierraVolt Energética Limitada a que analice la situación y proceda con el desembolso de la indemnización pertinente a la mayor brevedad, conforme a las pólizas de seguro en vigor y las normativas aplicables en la provincia de Córdoba.

Agradecemos de antemano su atención y cooperación en este tema. Aguardamos su pronta respuesta y nos encontramos a su disposición para cualquier consulta o información adicional que necesiten.

Cordialmente,

Abogado
Estudio Jurídico Pérez & Asociados
Córdoba, Argentina",38110903.19,1188876-SAN ROQUE,,,1188876,2304554303123022,urbano,val. urbano,edificado noph,MZ 41 LT 22,,01-1901,03-2007,1.1,2310.0,3316172.83,2023-11-01,0.0,480.0,1219680.0,0.0,0.0,0.0,0.0,133.0,2096492.83,0.0,1.0,punilla,san roque,villa carlos paz,2304,230431538348.0,993016.0,0.16146220457342333,0.1803003407961763,113968602.0,"POLYGON ((355485.4935656335 -3480607.964853874, 355483.9316931821 -3480617.0549396668, 355482.9320948322 -3480622.771385361, 355452.31943470554 -3480615.711724256, 355455.2245169981 -3480600.9989050687, 355485.4935656335 -3480607.964853874))",-0.012050916153246001
Griselda Company Llopis," Costanero Los Troncos, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Pa' los representantes de SierraV Segura,

Soy Griselda Company Llopis, dueña de un terreno en Costanero Los Troncos, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupada por los daños en mi propiedad a raíz de un incendio forestal reciente.

El terreno es urbano y, aunque no tiene edificaciones, la vegetación que lo caracterizaba fue arrasada por el fuego. La pérdida de árboles, arbustos y demás flora dejó un panorama desolador en Mayu Sumaj, en el departamento de Punilla.

Como mi póliza de seguro con SierraV Segura cubre estos siniestros, necesito presentar un reclamo por la suma de $9.172.664, que creo que es un monto adecuado pa' compensar la pérdida de la vegetación y los costos de reforestación y recuperación del terreno.

Desde ya, agradezco su atención y comprensión en este difícil momento. Espero su respuesta pronta y las indicaciones pa' seguir con el proceso de reclamo.

Saludos,

Griselda Company Llopis",9172664.63,1204543-SANTIAGO,,,1204543,2305714702002007,urbano,val. urbano,edificado noph,MZ 18 LT 6,-      /,01-1901,03-2007,0.8,1015.0,1559563.84,2023-11-01,0.0,1058.0,859096.0,0.0,0.0,0.0,0.0,103.0,700467.84,0.0,1.0,punilla,santiago,mayu sumaj,2305,230505449105.0,1006365.0,0.18151315640840954,0.21362906309096147,4543426.0,"POLYGON ((353700.3252516891 -3482162.854588937, 353694.45262150135 -3482149.641163443, 353711.72690906114 -3482150.422102442, 353734.74887821777 -3482159.5434310203, 353737.0292082112 -3482163.7917192145, 353730.4693478554 -3482183.2838613098, 353713.0388713258 -3482191.3743465706, 353700.3252516891 -3482162.854588937))",-0.03573058315677913
Nayara Núñez Manzanares,"La subida, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A los representantes de SierraV Segura,

Me presento, soy Nayara Núñez Manzanares, dueña de un terreno urbano situado en La subida, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupada por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente en la localidad de Cuesta Blanca.

Desafortunadamente, las consecuencias del incendio han sido desoladoras, tanto en lo referente a los daños materiales como en lo concerniente a mi salud y la de mi familia. Desde el siniestro, hemos padecido problemas respiratorios y alergias, lo que nos ha obligado a acudir a médicos especialistas y a someternos a tratamientos para mejorar nuestra calidad de vida.

Dada la situación, me veo en la obligación de presentar un reclamo ante su aseguradora, SierraV Segura, por un monto de $32.646.602 pesos argentinos. Esta cifra abarca los costos de reparación y reconstrucción de mi propiedad, así como los gastos médicos y tratamientos que hemos debido enfrentar a causa de los efectos prolongados en nuestra salud provocados por el incendio.

Les agradezco de antemano su atención y comprensión en estos momentos difíciles, y confío en su colaboración para solucionar esta situación a la brevedad. Por favor, no duden en contactarme si requieren más información o detalles sobre el caso.

Cordialmente,

Nayara Núñez Manzanares.",32646602.63,1135366-SAN ROQUE,,,1135366,2304154301013016,urbano,val. urbano,edificado noph,052 012,,01-1901,03-2007,0.9,420.0,1376264.4,2023-11-01,0.0,1637.0,618786.0,0.0,0.0,0.0,0.0,40.0,757478.4,0.0,1.0,punilla,san roque,cuesta blanca,2304,230431545042.0,948242.0,0.15337211895390734,0.1825109193086385,4586482.0,"POLYGON ((349855.1177769955 -3482410.6050830083, 349858.5538967374 -3482390.019630964, 349873.95394511305 -3482366.716526973, 349905.31630001136 -3482387.4269365147, 349891.97791933885 -3482416.7588609625, 349855.1177769955 -3482410.6050830083))",-0.03603040238883442
Lino Aristides Aguirre Murcia,"Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","A los estimados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Lino Aristides Aguirre Murcia, dueño de un terreno situado en la Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. El propósito de esta comunicación es presentar una reclamación por los daños y perjuicios sufridos en la propiedad de nuestro cliente a causa de un incendio forestal.

El terreno mencionado es de carácter urbano y, de acuerdo a nuestros registros, no posee edificaciones (EDIFICADO NoPH). La localidad afectada es Villa Icho Cruz, que forma parte del departamento de Punilla. Nuestro cliente ha experimentado pérdidas considerables debido al incendio, y creemos que la responsabilidad recae en SierraVolt Energética Limitada por no haber implementado medidas preventivas y de control adecuadas en el área.

En consecuencia, en representación de nuestro cliente, el Sr. Lino Aristides Aguirre Murcia, demandamos una indemnización por un monto total de $24.085.148 pesos argentinos, que estimamos como una cantidad justa y apropiada para resarcir los daños padecidos en su propiedad.

Pedimos que se lleve a cabo una investigación minuciosa acerca de las causas del incendio y se adopten las medidas necesarias para prevenir que situaciones semejantes ocurran en el futuro. Además, aguardamos una respuesta rápida por parte de SierraVolt Energética Limitada, con el fin de alcanzar un acuerdo conveniente para ambas partes.

Quedamos a la espera de su respuesta y nos despedimos cordialmente.

Lic.

Dirección:
Teléfono:
Correo electrónico:",24085148.91,1204496-SAN ROQUE,,,1204496,2305604701165004,urbano,val. urbano,edificado noph,MZ 165 LT 4,0033-053341/1995,01-2000,03-2007,0.9,1015.0,1636047.42,2023-11-01,0.0,713.0,651325.5,0.0,0.0,0.0,0.0,52.0,984721.92,0.0,1.0,punilla,santiago,villa icho cruz,2305,230522442190.0,1006325.0,0.17840776374262338,0.2095841703519934,4540751.0,"POLYGON ((351290.49119833985 -3482350.331514851, 351292.9266161523 -3482365.168640858, 351295.6286390593 -3482381.629986534, 351278.5764647292 -3482395.799752501, 351271.37980014645 -3482352.14981577, 351290.49119833985 -3482350.331514851))",-0.01601990555584069
Gabriel Noguera Bautista,"Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A la atención de Volterra Seguros,

Me dirijo a ustedes como Gabriel Noguera Bautista, dueño de un predio ubicado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. El motivo de mi carta es ponerlos al tanto de un siniestro acontecido en mi propiedad y requerir una compensación por los perjuicios ocasionados.

Días atrás, un fuego forestal perjudicó mi terreno, provocando daños de gran magnitud. Por suerte, no había edificaciones en el sitio, aunque la situación ha entorpecido mis proyectos de crecimiento y emprendimientos en el área. Por consiguiente, deseo efectuar un reclamo por un monto de $24.765.999.

Aguardo que puedan tramitar mi petición a la brevedad, dado que esto ha impactado de manera considerable en mis ingresos y planes a futuro. Desde ya, agradezco su disposición y cooperación en este tema.

Atentamente,

Gabriel Noguera Bautista
Dueño en Villa Carlos Paz, Córdoba.",24765999.95,2448900-SANTIAGO,,,2448900,2304553803277004,urbano,val. urbano,baldio,MZ 277 LT 4,0033-087801/2014,01-2020,11-2019,0.8,1500.0,1444308.0,2023-11-01,0.0,1203.59,1444308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,villa carlos paz,2304,230442354397.0,1845294.0,0.13370189362590765,0.14485231053640332,1134484804.0,"POLYGON ((355516.496528645 -3478788.9869052907, 355553.55170064553 -3478785.7681932896, 355553.551700645 -3478786.4079372897, 355554.10148064466 -3478796.5138932923, 355555.94074464415 -3478806.4599132906, 355559.0395046447 -3478816.0860612914, 355559.59928064526 -3478817.2855812907, 355519.3154006452 -3478820.7941772924, 355518.8655806451 -3478815.756193292, 355516.496528645 -3478788.9869052907))",0.05636937462297424
Mamen del Lumbreras," Comodoro PM De La Colina, Villa Carlos Paz, Municipio de San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraV Segura,

Me presento, soy Mamen del Lumbreras, dueña de un terreno situado en Comodoro PM De La Colina, Villa Carlos Paz, Municipio de San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación y pesar a raíz de los perjuicios ocasionados en mi propiedad por un reciente incendio forestal.

El terreno mencionado es de carácter urbano y, desafortunadamente, estaba desocupado en el momento del siniestro. La localidad de San Antonio de Arredondo, perteneciente al departamento de Punilla, ha sido seriamente afectada por esta catástrofe natural, y mi propiedad no ha sido una excepción.

A causa de la envergadura de los daños y la desvalorización de mi terreno, me encuentro en la necesidad de solicitar una compensación por parte de SierraV Segura. Calculo que el monto a demandar asciende a $13.883.597, dado que la destrucción provocada por el incendio ha sido desoladora y ha generado un impacto económico negativo en mi patrimonio.

Confío en su apoyo y comprensión en estos momentos complicados, y les agradezco de antemano su rápida respuesta y gestión de mi reclamación.

Cordialmente,

Mamen del Lumbreras",13883597.84,1139369-SAN ROQUE,,,1139369,2304414303156014,urbano,val. urbano,baldio,MZ 19 LT 14,,01-1985,03-2007,1.1,1960.0,1509200.0,2023-11-01,0.0,700.0,1509200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,san antonio de arredondo,2304,230421533461.0,951575.0,0.1522273913885059,0.17957736745120187,86282481.0,"POLYGON ((355128.50176823616 -3481071.6638179445, 355101.73100898403 -3481098.9064826397, 355088.6693597548 -3481086.071091133, 355115.44011900644 -3481058.8284264468, 355128.50176823616 -3481071.6638179445))",-0.04118153770149048
Marita Gargallo Barrio," Sauce Criollo, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados miembros de SierraV Segura,

Me presento, soy Marita Gargallo Barrio, dueña de un terreno urbano situado en Sauce Criollo, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con mucha preocupación y pesar a raíz de los perjuicios ocasionados en mi propiedad a causa de un reciente incendio forestal.

Desafortunadamente, el siniestro ha impactado seriamente mi negocio, dado que el terreno está ubicado en un área de alto flujo turístico en Villa Icho Cruz. A pesar de no tener edificaciones en el lugar, la magnitud del daño provocado por el fuego resultó ser desoladora, lo cual me ha llevado a enfrentar una pérdida económica significativa.

Por ende, me encuentro en la necesidad de presentar una queja ante SierraV Segura, solicitando un resarcimiento por el valor de $29.559.054 pesos argentinos, monto que estimo necesario para recuperar mi inversión y poder reanudar mi actividad comercial en el futuro.

Les agradezco de antemano su atención y comprensión en estos momentos difíciles, y espero ansiosamente su pronta respuesta y una resolución favorable.

Cordialmente,

Marita Gargallo Barrio.",29559054.37,1202072-SANTIAGO,,,1202072,2305604701006001,urbano,val. urbano,edificado noph,006 003,,01-1901,03-2007,1.0,770.0,2622996.32,2023-11-01,0.0,625.0,481250.0,0.0,0.0,0.0,0.0,130.0,2141746.32,0.0,1.0,punilla,santiago,villa icho cruz,2305,230531553522.0,1004100.0,0.1618979352926762,0.18841548652810947,4540616.0,"POLYGON ((352130.02042890416 -3483172.0099966335, 352113.9331669541 -3483152.8926984537, 352133.0192280352 -3483136.8054367434, 352149.1064899857 -3483155.922734923, 352130.02042890416 -3483172.0099966335))",-0.033441315420856724
,,"Apreciados miembros de Aseguradora del Norte,

Me presento, soy Rosalía de Jimenez, dueña de un terreno situado en RPS429, Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me comunico con ustedes para realizar una reclamación por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente.

El lote en cuestión es de carácter urbano y, si bien no posee construcciones registradas bajo la categoría EDIFICADO NoPH, la infraestructura del terreno ha resultado seriamente dañada por el siniestro. La localidad de Villa Carlos Paz y sus alrededores han presenciado la magnitud del desastre, y mi propiedad no ha sido la excepción.

Debido a que mi póliza de seguro con Aseguradora del Norte ampara este tipo de eventos, requiero la indemnización correspondiente por los daños causados, los cuales alcanzan un monto de $127.601.517 pesos argentinos. Comprendo que este proceso puede demandar tiempo y la evaluación de un perito, por lo que agradezco de antemano su rápida atención y cooperación en este asunto.

Aguardo su respuesta y las instrucciones pertinentes para llevar adelante el proceso de reclamación. Por favor, no duden en contactarme si requieren información adicional o si necesitan mi presencia para cualquier gestión relacionada con este caso.

Les agradezco su atención y espero una pronta solución favorable.

Cordialmente,

Rosalía de Jimenez
Dueña del terreno en Villa Carlos Paz, Departamento Punilla, Córdoba.",127601517.5,1187793-SAN ROQUE,,,1187793,2304554303001018,urbano,val. urbano,edificado noph,LTE.15,,01-1901,03-2007,0.4,735.0,7297628.02,2023-11-01,0.0,14897.0,4379718.0,0.0,0.0,0.0,0.0,168.0,2917910.02,0.0,1.0,punilla,san roque,villa carlos paz,2304,230415312844.0,992103.0,0.1638042902879854,0.19779861504598334,1227874004.0,"POLYGON ((352020.90331194503 -3474882.8468356035, 352043.166501465 -3474878.037842471, 352063.6246261204 -3474874.542909123, 352092.5162779551 -3474868.4033465297, 352142.361815952 -3474824.7275984096, 352187.54359967576 -3474821.669528638, 352130.1270267057 -3474958.3173434413, 352125.46550357115 -3474969.372743662, 352118.1212263579 -3474986.7924171034, 352042.0965755171 -3474928.264650349, 352020.90331194503 -3474882.8468356035))",-0.04482624480638317
